Filename,Sign
04201.ppm,No passing for vechiles over 3.5 metric tons
04202.ppm,No vechiles
04203.ppm,Turn left ahead
04204.ppm,Road work
04205.ppm,Speed limit (30km/h)
04206.ppm,Road work
04207.ppm,Road work
04208.ppm,Roundabout mandatory
04209.ppm,Yield
04210.ppm,Keep right
04211.ppm,Slippery road
04212.ppm,Speed limit (50km/h)
04213.ppm,Yield
04214.ppm,Speed limit (30km/h)
04215.ppm,Speed limit (80km/h)
04216.ppm,Speed limit (80km/h)
04217.ppm,Priority road
04218.ppm,Road work
04219.ppm,Speed limit (100km/h)
04220.ppm,Right-of-way at the next intersection
04221.ppm,Keep right
04222.ppm,Right-of-way at the next intersection
04223.ppm,Keep right
04224.ppm,Stop
04225.ppm,Road narrows on the right
04226.ppm,Go straight or left
04227.ppm,Keep right
04228.ppm,Speed limit (50km/h)
04229.ppm,Slippery road
04230.ppm,Priority road
04231.ppm,Beware of ice/snow
04232.ppm,Speed limit (70km/h)
04233.ppm,No passing for vechiles over 3.5 metric tons
04234.ppm,Speed limit (50km/h)
04235.ppm,Yield
04236.ppm,Keep right
04237.ppm,Beware of ice/snow
04238.ppm,Keep right
04239.ppm,Yield
04240.ppm,Speed limit (60km/h)
04241.ppm,Vechiles over 3.5 metric tons prohibited
04242.ppm,Speed limit (70km/h)
04243.ppm,Speed limit (100km/h)
04244.ppm,Ahead only
04245.ppm,Speed limit (50km/h)
04246.ppm,Vechiles over 3.5 metric tons prohibited
04247.ppm,Vechiles over 3.5 metric tons prohibited
04248.ppm,Priority road
04249.ppm,Beware of ice/snow
04250.ppm,Speed limit (120km/h)
04251.ppm,Yield
04252.ppm,No passing for vechiles over 3.5 metric tons
04253.ppm,Priority road
04254.ppm,No vechiles
04255.ppm,End of speed limit (80km/h)
04256.ppm,Yield
04257.ppm,Road work
04258.ppm,Turn left ahead
04259.ppm,Speed limit (100km/h)
04260.ppm,Speed limit (60km/h)
04261.ppm,Priority road
04262.ppm,Priority road
04263.ppm,Wild animals crossing
04264.ppm,Priority road
04265.ppm,Yield
04266.ppm,Speed limit (80km/h)
04267.ppm,Speed limit (100km/h)
04268.ppm,Bumpy road
04269.ppm,Speed limit (70km/h)
04270.ppm,No passing for vechiles over 3.5 metric tons
04271.ppm,Yield
04272.ppm,Speed limit (20km/h)
04273.ppm,Right-of-way at the next intersection
04274.ppm,Road work
04275.ppm,Speed limit (30km/h)
04276.ppm,Yield
04277.ppm,No passing
04278.ppm,Yield
04279.ppm,Road work
04280.ppm,Speed limit (80km/h)
04281.ppm,Dangerous curve to the right
04282.ppm,No passing for vechiles over 3.5 metric tons
04283.ppm,Turn left ahead
04284.ppm,Speed limit (60km/h)
04285.ppm,Yield
04286.ppm,Dangerous curve to the left
04287.ppm,No entry
04288.ppm,Speed limit (120km/h)
04289.ppm,Speed limit (60km/h)
04290.ppm,Slippery road
04291.ppm,Speed limit (30km/h)
04292.ppm,No passing for vechiles over 3.5 metric tons
04293.ppm,Priority road
04294.ppm,Right-of-way at the next intersection
04295.ppm,Traffic signals
04296.ppm,Bicycles crossing
04297.ppm,Ahead only
04298.ppm,Speed limit (70km/h)
04299.ppm,Speed limit (50km/h)
04300.ppm,Yield
04301.ppm,Right-of-way at the next intersection
04302.ppm,Stop
04303.ppm,Speed limit (30km/h)
04304.ppm,Ahead only
04305.ppm,Speed limit (50km/h)
04306.ppm,Speed limit (60km/h)
04307.ppm,Vechiles over 3.5 metric tons prohibited
04308.ppm,Road work
04309.ppm,Keep right
04310.ppm,Yield
04311.ppm,No passing
04312.ppm,Speed limit (120km/h)
04313.ppm,Priority road
04314.ppm,Priority road
04315.ppm,Speed limit (80km/h)
04316.ppm,Speed limit (30km/h)
04317.ppm,Dangerous curve to the right
04318.ppm,Road work
04319.ppm,Speed limit (80km/h)
04320.ppm,Keep right
04321.ppm,Speed limit (50km/h)
04322.ppm,Ahead only
04323.ppm,Wild animals crossing
04324.ppm,Speed limit (120km/h)
04325.ppm,Speed limit (30km/h)
04326.ppm,Speed limit (30km/h)
04327.ppm,Ahead only
04328.ppm,No passing for vechiles over 3.5 metric tons
04329.ppm,Keep right
04330.ppm,No passing
04331.ppm,Speed limit (70km/h)
04332.ppm,Speed limit (50km/h)
04333.ppm,Speed limit (100km/h)
04334.ppm,No passing for vechiles over 3.5 metric tons
04335.ppm,No vechiles
04336.ppm,No passing for vechiles over 3.5 metric tons
04337.ppm,Speed limit (100km/h)
04338.ppm,Speed limit (30km/h)
04339.ppm,Speed limit (50km/h)
04340.ppm,Speed limit (100km/h)
04341.ppm,Yield
04342.ppm,Bicycles crossing
04343.ppm,Speed limit (60km/h)
04344.ppm,Speed limit (100km/h)
04345.ppm,No passing
04346.ppm,Stop
04347.ppm,No passing for vechiles over 3.5 metric tons
04348.ppm,General caution
04349.ppm,Speed limit (80km/h)
04350.ppm,Speed limit (100km/h)
04351.ppm,Speed limit (50km/h)
04352.ppm,Speed limit (100km/h)
04353.ppm,General caution
04354.ppm,Speed limit (50km/h)
04355.ppm,Priority road
04356.ppm,Speed limit (30km/h)
04357.ppm,Speed limit (30km/h)
04358.ppm,Yield
04359.ppm,Speed limit (30km/h)
04360.ppm,Speed limit (50km/h)
04361.ppm,Speed limit (70km/h)
04362.ppm,Keep right
04363.ppm,No passing
04364.ppm,Keep right
04365.ppm,Speed limit (80km/h)
04366.ppm,Speed limit (50km/h)
04367.ppm,Speed limit (120km/h)
04368.ppm,Ahead only
04369.ppm,Speed limit (100km/h)
04370.ppm,Stop
04371.ppm,Stop
04372.ppm,No passing for vechiles over 3.5 metric tons
04373.ppm,Speed limit (20km/h)
04374.ppm,Priority road
04375.ppm,No passing
04376.ppm,No passing for vechiles over 3.5 metric tons
04377.ppm,Ahead only
04378.ppm,Speed limit (80km/h)
04379.ppm,Speed limit (80km/h)
04380.ppm,Speed limit (50km/h)
04381.ppm,Speed limit (100km/h)
04382.ppm,Speed limit (80km/h)
04383.ppm,Yield
04384.ppm,Right-of-way at the next intersection
04385.ppm,No passing for vechiles over 3.5 metric tons
04386.ppm,Speed limit (50km/h)
04387.ppm,Right-of-way at the next intersection
04388.ppm,Speed limit (60km/h)
04389.ppm,Speed limit (80km/h)
04390.ppm,Yield
04391.ppm,Speed limit (50km/h)
04392.ppm,Speed limit (70km/h)
04393.ppm,Speed limit (30km/h)
04394.ppm,Keep right
04395.ppm,Speed limit (60km/h)
04396.ppm,Speed limit (60km/h)
04397.ppm,Speed limit (30km/h)
04398.ppm,Traffic signals
04399.ppm,No vechiles
04400.ppm,Speed limit (80km/h)
04401.ppm,Vechiles over 3.5 metric tons prohibited
04402.ppm,Speed limit (120km/h)
04403.ppm,Speed limit (80km/h)
04404.ppm,Ahead only
04405.ppm,No passing for vechiles over 3.5 metric tons
04406.ppm,Priority road
04407.ppm,Speed limit (80km/h)
04408.ppm,No passing
04409.ppm,Speed limit (100km/h)
04410.ppm,General caution
04411.ppm,Keep right
04412.ppm,Vechiles over 3.5 metric tons prohibited
04413.ppm,No passing for vechiles over 3.5 metric tons
04414.ppm,Go straight or left
04415.ppm,No passing for vechiles over 3.5 metric tons
04416.ppm,Beware of ice/snow
04417.ppm,Priority road
04418.ppm,Go straight or right
04419.ppm,Speed limit (50km/h)
04420.ppm,Speed limit (20km/h)
04421.ppm,General caution
04422.ppm,Turn left ahead
04423.ppm,Priority road
04424.ppm,Go straight or right
04425.ppm,Speed limit (30km/h)
04426.ppm,Wild animals crossing
04427.ppm,Speed limit (120km/h)
04428.ppm,Speed limit (50km/h)
04429.ppm,Speed limit (70km/h)
04430.ppm,Speed limit (120km/h)
04431.ppm,No passing for vechiles over 3.5 metric tons
04432.ppm,Beware of ice/snow
04433.ppm,Speed limit (80km/h)
04434.ppm,Speed limit (80km/h)
04435.ppm,Road work
04436.ppm,Traffic signals
04437.ppm,Priority road
04438.ppm,Yield
04439.ppm,Go straight or right
04440.ppm,Speed limit (70km/h)
04441.ppm,No vechiles
04442.ppm,No entry
04443.ppm,End of no passing by vechiles over 3.5 metric tons
04444.ppm,Priority road
04445.ppm,Speed limit (50km/h)
04446.ppm,Speed limit (60km/h)
04447.ppm,No passing
04448.ppm,Speed limit (120km/h)
04449.ppm,Road work
04450.ppm,Yield
04451.ppm,Yield
04452.ppm,Priority road
04453.ppm,No entry
04454.ppm,Road work
04455.ppm,Children crossing
04456.ppm,Right-of-way at the next intersection
04457.ppm,Road work
04458.ppm,Keep right
04459.ppm,No passing
04460.ppm,Speed limit (70km/h)
04461.ppm,No passing
04462.ppm,Speed limit (80km/h)
04463.ppm,Road work
04464.ppm,Speed limit (80km/h)
04465.ppm,Priority road
04466.ppm,Keep right
04467.ppm,Speed limit (70km/h)
04468.ppm,Bicycles crossing
04469.ppm,Speed limit (100km/h)
04470.ppm,No vechiles
04471.ppm,Road work
04472.ppm,Vechiles over 3.5 metric tons prohibited
04473.ppm,Wild animals crossing
04474.ppm,End of no passing
04475.ppm,Yield
04476.ppm,Right-of-way at the next intersection
04477.ppm,Speed limit (80km/h)
04478.ppm,Speed limit (30km/h)
04479.ppm,No vechiles
04480.ppm,Keep right
04481.ppm,Road work
04482.ppm,Keep right
04483.ppm,General caution
04484.ppm,Keep right
04485.ppm,Speed limit (50km/h)
04486.ppm,Roundabout mandatory
04487.ppm,Yield
04488.ppm,Bumpy road
04489.ppm,Keep right
04490.ppm,Beware of ice/snow
04491.ppm,Beware of ice/snow
04492.ppm,General caution
04493.ppm,No passing
04494.ppm,End of no passing
04495.ppm,Yield
04496.ppm,Ahead only
04497.ppm,Speed limit (80km/h)
04498.ppm,Stop
04499.ppm,Ahead only
04500.ppm,Keep right
04501.ppm,No passing
04502.ppm,Speed limit (100km/h)
04503.ppm,Speed limit (30km/h)
04504.ppm,Road narrows on the right
04505.ppm,Keep right
04506.ppm,Speed limit (120km/h)
04507.ppm,Speed limit (30km/h)
04508.ppm,Speed limit (50km/h)
04509.ppm,Speed limit (20km/h)
04510.ppm,No passing for vechiles over 3.5 metric tons
04511.ppm,Keep right
04512.ppm,Beware of ice/snow
04513.ppm,No entry
04514.ppm,Speed limit (120km/h)
04515.ppm,Speed limit (70km/h)
04516.ppm,Speed limit (100km/h)
04517.ppm,No passing
04518.ppm,Priority road
04519.ppm,Stop
04520.ppm,Bumpy road
04521.ppm,Right-of-way at the next intersection
04522.ppm,Road work
04523.ppm,Speed limit (30km/h)
04524.ppm,Ahead only
04525.ppm,Roundabout mandatory
04526.ppm,Speed limit (30km/h)
04527.ppm,Speed limit (60km/h)
04528.ppm,Stop
04529.ppm,Yield
04530.ppm,No passing
04531.ppm,Turn right ahead
04532.ppm,Speed limit (80km/h)
04533.ppm,Traffic signals
04534.ppm,Turn right ahead
04535.ppm,General caution
04536.ppm,Speed limit (60km/h)
04537.ppm,Speed limit (80km/h)
04538.ppm,Speed limit (30km/h)
04539.ppm,Yield
04540.ppm,Speed limit (70km/h)
04541.ppm,Speed limit (60km/h)
04542.ppm,No passing
04543.ppm,No passing for vechiles over 3.5 metric tons
04544.ppm,Speed limit (20km/h)
04545.ppm,Yield
04546.ppm,Speed limit (30km/h)
04547.ppm,Children crossing
04548.ppm,Ahead only
04549.ppm,Speed limit (30km/h)
04550.ppm,Keep right
04551.ppm,Speed limit (120km/h)
04552.ppm,No passing
04553.ppm,Right-of-way at the next intersection
04554.ppm,Road work
04555.ppm,Bumpy road
04556.ppm,No vechiles
04557.ppm,No passing for vechiles over 3.5 metric tons
04558.ppm,Yield
04559.ppm,Yield
04560.ppm,Right-of-way at the next intersection
04561.ppm,Road narrows on the right
04562.ppm,Speed limit (70km/h)
04563.ppm,Speed limit (120km/h)
04564.ppm,General caution
04565.ppm,Beware of ice/snow
04566.ppm,Speed limit (50km/h)
04567.ppm,Ahead only
04568.ppm,Yield
04569.ppm,Priority road
04570.ppm,Priority road
04571.ppm,Yield
04572.ppm,Keep right
04573.ppm,Bicycles crossing
04574.ppm,End of speed limit (80km/h)
04575.ppm,Speed limit (70km/h)
04576.ppm,Speed limit (80km/h)
04577.ppm,Turn right ahead
04578.ppm,Speed limit (80km/h)
04579.ppm,No entry
04580.ppm,Speed limit (50km/h)
04581.ppm,Speed limit (80km/h)
04582.ppm,Speed limit (30km/h)
04583.ppm,Speed limit (80km/h)
04584.ppm,End of no passing
04585.ppm,Speed limit (50km/h)
04586.ppm,Speed limit (70km/h)
04587.ppm,General caution
04588.ppm,Wild animals crossing
04589.ppm,Speed limit (70km/h)
04590.ppm,Speed limit (120km/h)
04591.ppm,Speed limit (50km/h)
04592.ppm,Stop
04593.ppm,Speed limit (70km/h)
04594.ppm,Speed limit (70km/h)
04595.ppm,General caution
04596.ppm,Speed limit (30km/h)
04597.ppm,Speed limit (50km/h)
04598.ppm,No passing for vechiles over 3.5 metric tons
04599.ppm,No passing for vechiles over 3.5 metric tons
04600.ppm,Speed limit (30km/h)
04601.ppm,Keep right
04602.ppm,End of speed limit (80km/h)
04603.ppm,Speed limit (50km/h)
04604.ppm,Keep right
04605.ppm,Keep right
04606.ppm,No passing for vechiles over 3.5 metric tons
04607.ppm,Speed limit (30km/h)
04608.ppm,No passing for vechiles over 3.5 metric tons
04609.ppm,Priority road
04610.ppm,Beware of ice/snow
04611.ppm,Speed limit (120km/h)
04612.ppm,Speed limit (70km/h)
04613.ppm,Turn right ahead
04614.ppm,Priority road
04615.ppm,No passing for vechiles over 3.5 metric tons
04616.ppm,End of all speed and passing limits
04617.ppm,Speed limit (100km/h)
04618.ppm,Priority road
04619.ppm,Dangerous curve to the right
04620.ppm,Turn right ahead
04621.ppm,Keep left
04622.ppm,Traffic signals
04623.ppm,Stop
04624.ppm,Yield
04625.ppm,Speed limit (70km/h)
04626.ppm,Road work
04627.ppm,Right-of-way at the next intersection
04628.ppm,Speed limit (70km/h)
04629.ppm,Speed limit (50km/h)
04630.ppm,Wild animals crossing
04631.ppm,Yield
04632.ppm,Speed limit (120km/h)
04633.ppm,Speed limit (80km/h)
04634.ppm,Priority road
04635.ppm,No passing for vechiles over 3.5 metric tons
04636.ppm,No passing for vechiles over 3.5 metric tons
04637.ppm,No passing
04638.ppm,Keep right
04639.ppm,No passing
04640.ppm,Right-of-way at the next intersection
04641.ppm,Road work
04642.ppm,Right-of-way at the next intersection
04643.ppm,Yield
04644.ppm,General caution
04645.ppm,No entry
04646.ppm,Ahead only
04647.ppm,Speed limit (80km/h)
04648.ppm,Ahead only
04649.ppm,End of no passing by vechiles over 3.5 metric tons
04650.ppm,Speed limit (60km/h)
04651.ppm,Priority road
04652.ppm,No passing for vechiles over 3.5 metric tons
04653.ppm,Speed limit (60km/h)
04654.ppm,Road narrows on the right
04655.ppm,Children crossing
04656.ppm,Roundabout mandatory
04657.ppm,Bumpy road
04658.ppm,Speed limit (30km/h)
04659.ppm,Speed limit (100km/h)
04660.ppm,Speed limit (60km/h)
04661.ppm,Keep right
04662.ppm,General caution
04663.ppm,Speed limit (100km/h)
04664.ppm,Speed limit (120km/h)
04665.ppm,No passing for vechiles over 3.5 metric tons
04666.ppm,Bicycles crossing
04667.ppm,Double curve
04668.ppm,No entry
04669.ppm,Yield
04670.ppm,Speed limit (100km/h)
04671.ppm,Speed limit (80km/h)
04672.ppm,Priority road
04673.ppm,Road work
04674.ppm,Speed limit (30km/h)
04675.ppm,Speed limit (100km/h)
04676.ppm,Keep right
04677.ppm,Speed limit (100km/h)
04678.ppm,Speed limit (100km/h)
04679.ppm,Speed limit (70km/h)
04680.ppm,Speed limit (70km/h)
04681.ppm,Priority road
04682.ppm,Slippery road
04683.ppm,End of no passing
04684.ppm,Priority road
04685.ppm,General caution
04686.ppm,Keep right
04687.ppm,Yield
04688.ppm,Speed limit (50km/h)
04689.ppm,Ahead only
04690.ppm,Wild animals crossing
04691.ppm,Speed limit (30km/h)
04692.ppm,Speed limit (60km/h)
04693.ppm,Speed limit (30km/h)
04694.ppm,No passing for vechiles over 3.5 metric tons
04695.ppm,Bicycles crossing
04696.ppm,Yield
04697.ppm,Dangerous curve to the left
04698.ppm,Speed limit (30km/h)
04699.ppm,Turn left ahead
04700.ppm,No passing for vechiles over 3.5 metric tons
04701.ppm,No passing for vechiles over 3.5 metric tons
04702.ppm,Speed limit (80km/h)
04703.ppm,Bumpy road
04704.ppm,No passing for vechiles over 3.5 metric tons
04705.ppm,Keep right
04706.ppm,No passing for vechiles over 3.5 metric tons
04707.ppm,Right-of-way at the next intersection
04708.ppm,Speed limit (70km/h)
04709.ppm,No entry
04710.ppm,Road work
04711.ppm,Roundabout mandatory
04712.ppm,Speed limit (100km/h)
04713.ppm,Road work
04714.ppm,No passing for vechiles over 3.5 metric tons
04715.ppm,Speed limit (80km/h)
04716.ppm,Ahead only
04717.ppm,No entry
04718.ppm,Speed limit (60km/h)
04719.ppm,Priority road
04720.ppm,Speed limit (70km/h)
04721.ppm,Road narrows on the right
04722.ppm,No entry
04723.ppm,Speed limit (50km/h)
04724.ppm,Speed limit (100km/h)
04725.ppm,Speed limit (120km/h)
04726.ppm,Speed limit (100km/h)
04727.ppm,Speed limit (30km/h)
04728.ppm,Speed limit (100km/h)
04729.ppm,Turn right ahead
04730.ppm,Priority road
04731.ppm,Road work
04732.ppm,General caution
04733.ppm,Bumpy road
04734.ppm,Keep right
04735.ppm,Keep right
04736.ppm,Speed limit (120km/h)
04737.ppm,Beware of ice/snow
04738.ppm,Stop
04739.ppm,Yield
04740.ppm,Go straight or right
04741.ppm,Ahead only
04742.ppm,Vechiles over 3.5 metric tons prohibited
04743.ppm,No entry
04744.ppm,Yield
04745.ppm,No passing
04746.ppm,Speed limit (50km/h)
04747.ppm,Speed limit (70km/h)
04748.ppm,Dangerous curve to the right
04749.ppm,No entry
04750.ppm,Pedestrians
04751.ppm,Speed limit (70km/h)
04752.ppm,Speed limit (80km/h)
04753.ppm,Yield
04754.ppm,Traffic signals
04755.ppm,Speed limit (50km/h)
04756.ppm,Speed limit (100km/h)
04757.ppm,Speed limit (70km/h)
04758.ppm,Priority road
04759.ppm,Road work
04760.ppm,Speed limit (70km/h)
04761.ppm,Children crossing
04762.ppm,Slippery road
04763.ppm,Vechiles over 3.5 metric tons prohibited
04764.ppm,Priority road
04765.ppm,Speed limit (50km/h)
04766.ppm,Traffic signals
04767.ppm,Vechiles over 3.5 metric tons prohibited
04768.ppm,Speed limit (80km/h)
04769.ppm,General caution
04770.ppm,Keep right
04771.ppm,Ahead only
04772.ppm,No passing for vechiles over 3.5 metric tons
04773.ppm,Speed limit (100km/h)
04774.ppm,Traffic signals
04775.ppm,Yield
04776.ppm,Stop
04777.ppm,Road work
04778.ppm,Slippery road
04779.ppm,No passing for vechiles over 3.5 metric tons
04780.ppm,Turn left ahead
04781.ppm,Speed limit (50km/h)
04782.ppm,Keep right
04783.ppm,End of speed limit (80km/h)
04784.ppm,Speed limit (50km/h)
04785.ppm,Children crossing
04786.ppm,Speed limit (120km/h)
04787.ppm,Keep right
04788.ppm,Road work
04789.ppm,Speed limit (100km/h)
04790.ppm,Yield
04791.ppm,Speed limit (50km/h)
04792.ppm,Bicycles crossing
04793.ppm,Yield
04794.ppm,No entry
04795.ppm,Traffic signals
04796.ppm,Keep right
04797.ppm,Road work
04798.ppm,Speed limit (120km/h)
04799.ppm,Road work
04800.ppm,Priority road
04801.ppm,Wild animals crossing
04802.ppm,Keep right
04803.ppm,Stop
04804.ppm,Turn right ahead
04805.ppm,No passing
04806.ppm,No passing for vechiles over 3.5 metric tons
04807.ppm,Speed limit (70km/h)
04808.ppm,Priority road
04809.ppm,Speed limit (120km/h)
04810.ppm,End of no passing
04811.ppm,General caution
04812.ppm,Slippery road
04813.ppm,Wild animals crossing
04814.ppm,End of speed limit (80km/h)
04815.ppm,Speed limit (70km/h)
04816.ppm,Speed limit (80km/h)
04817.ppm,Stop
04818.ppm,Right-of-way at the next intersection
04819.ppm,Go straight or right
04820.ppm,Go straight or right
